0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 0.0000000000000000e+00 
4.6681574482471697e-04 8.8680898445931029e-03 -4.0972791310156737e-03 -5.7867359453983155e-03 1.1102735116043318e-02 -3.5639209145414463e-02 -1.0211017115351549e-02 -4.4629237458896874e-03 1.0685197377332513e-02 8.2153426297064992e-03 -5.6804368973588381e-04 1.4369586316901777e-03 8.7023175026746877e-03 2.5574457409498611e-03 
5.0020301511852471e-05 1.4445054027265656e-02 -8.1232538866165063e-03 7.6402279934638419e-03 1.9724201464323014e-02 -3.7947635685495126e-02 1.3125281365502795e-02 -1.3025757852394607e-02 9.3154625096179833e-03 1.2379747081240525e-02 -4.9015442689496437e-03 -9.8011793271081328e-04 1.1061400589946245e-02 -3.7192899855650846e-03 
5.0020301511852471e-05 1.4445054027265656e-02 -8.1232538866165063e-03 7.6402279934638419e-03 1.9724201464323014e-02 -3.7947635685495126e-02 1.3125281365502795e-02 -1.3025757852394607e-02 9.3154625096179833e-03 1.2379747081240525e-02 -4.9015442689496437e-03 -9.8011793271081328e-04 1.1061400589946245e-02 -3.7192899855650846e-03 
5.0020301511852471e-05 1.4445054027265656e-02 -8.1232538866165063e-03 7.6402279934638419e-03 1.9724201464323014e-02 -3.7947635685495126e-02 1.3125281365502795e-02 -1.3025757852394607e-02 9.3154625096179833e-03 1.2379747081240525e-02 -4.9015442689496437e-03 -9.8011793271081328e-04 1.1061400589946245e-02 -3.7192899855650846e-03 
-3.8501547555246725e-03 1.8734766535598271e-02 -6.3256632376243287e-03 1.0441146515065541e-02 3.1973896867731173e-02 -2.5262996497083755e-02 3.9269388312606710e-03 -1.3222486186642691e-02 1.2762761960860930e-02 1.4974531352159155e-02 -6.0643438150268358e-03 -5.9237537122588382e-03 1.7945603487511553e-02 4.5527563822900493e-03 
-3.8501547555246725e-03 1.8734766535598271e-02 -6.3256632376243287e-03 1.0441146515065541e-02 3.1973896867731173e-02 -2.5262996497083755e-02 3.9269388312606710e-03 -1.3222486186642691e-02 1.2762761960860930e-02 1.4974531352159155e-02 -6.0643438150268358e-03 -5.9237537122588382e-03 1.7945603487511553e-02 4.5527563822900493e-03 
-3.4673889335133821e-03 1.9682497989493064e-02 -5.1080253902827423e-03 1.1777865207791019e-02 2.9797204996585044e-02 -2.6089419344417129e-02 4.2584285114076557e-03 -1.0944999246515954e-02 1.4623988268724688e-02 1.5519783146523717e-02 -4.4238266919303980e-03 -2.1783678209350036e-03 1.6919796837791830e-02 1.1498154884383273e-03 
-3.4673889335133821e-03 1.9682497989493064e-02 -5.1080253902827423e-03 1.1777865207791019e-02 2.9797204996585044e-02 -2.6089419344417129e-02 4.2584285114076557e-03 -1.0944999246515954e-02 1.4623988268724688e-02 1.5519783146523717e-02 -4.4238266919303980e-03 -2.1783678209350036e-03 1.6919796837791830e-02 1.1498154884383273e-03 
-3.4673889335133821e-03 1.9682497989493064e-02 -5.1080253902827423e-03 1.1777865207791019e-02 2.9797204996585044e-02 -2.6089419344417129e-02 4.2584285114076557e-03 -1.0944999246515954e-02 1.4623988268724688e-02 1.5519783146523717e-02 -4.4238266919303980e-03 -2.1783678209350036e-03 1.6919796837791830e-02 1.1498154884383273e-03 
